#rx	ry	rz	eps1	eps2	x	y	z	q0	q1	q2	q3	
0.5	0.5	0.5	1	1	0.349532	1.02328	2.3071	0.472017	-0.816015	-0.494789	-0.938953
0.5	0.5	0.5	1	1	0.259694	0.789036	4.99997	0.676128	0.472358	-0.0331015	-0.572397
0.5	0.5	0.5	1	1	4.98899	0.270288	4.3527	-0.447422	0.555506	-0.189567	-0.874997
0.5	0.5	0.5	1	1	2.26288	3.43694	0.4982	0.162831	0.238396	0.437773	0.988993
0.5	0.5	0.5	1	1	2.17257	0.0161573	1.72471	-0.644176	0.621343	0.0971596	-0.440802
0.5	0.5	0.5	1	1	3.10911	0.204322	2.06992	-0.269265	0.944689	0.218569	0.014178
0.5	0.5	0.5	1	1	3.47992	3.36968	3.1882	-0.536388	0.67837	0.885792	0.685215
0.5	0.5	0.5	1	1	1.73558	0.923112	3.04553	0.830188	0.973962	0.663063	0.302205
0.5	0.5	0.5	1	1	3.13579	3.65365	1.64187	-0.842053	-0.831726	0.363252	0.834075
0.5	0.5	0.5	1	1	4.38692	3.43062	0.468701	0.640631	-0.669849	-0.738322	-0.806791
0.5	0.5	0.5	1	1	3.87884	1.4419	1.64821	0.885657	0.0721109	-0.681787	0.0484875
0.5	0.5	0.5	1	1	0.948755	4.92182	0.0178929	-0.689493	0.755986	0.0374805	-0.333669
0.5	0.5	0.5	1	1	4.71526	4.58136	4.30959	0.377328	-0.86536	0.225529	-0.891936
0.5	0.5	0.5	1	1	4.36989	2.49072	2.881	-0.920671	-0.555902	0.122242	-0.457059
0.5	0.5	0.5	1	1	3.01554	2.46211	4.19067	-0.877533	0.00803389	-0.771845	0.952656
0.5	0.5	0.5	1	1	1.29453	0.75615	0.362725	-0.0180037	0.891218	0.25486	0.139943
0.5	0.5	0.5	1	1	0.539241	3.23604	1.81799	-0.940508	-0.381887	-0.0259811	0.700123
0.5	0.5	0.5	1	1	1.32731	3.29373	3.80889	-0.0517368	0.235697	0.893332	-0.16608
0.5	0.5	0.5	1	1	2.05394	0.0270427	3.91641	-0.692192	-0.788455	0.882407	-0.381685
0.5	0.5	0.5	1	1	2.00355	1.81077	3.59434	0.96753	-0.0801121	0.284645	0.344858
0.5	0.5	0.5	1	1	2.83916	0.0056274	0.0285457	0.054528	-0.489826	0.452922	0.133857
0.5	0.5	0.5	1	1	2.73699	3.6948	4.66242	-0.0457281	-0.424836	0.676797	0.0767392
0.5	0.5	0.5	1	1	4.82841	0.776682	1.46445	0.583197	0.904953	0.0293947	-0.434806
0.5	0.5	0.5	1	1	0.0693313	0.804122	0.599947	0.79617	-0.715745	0.705137	0.855662
0.5	0.5	0.5	1	1	2.93506	0.844186	2.92293	-0.0976325	-0.320844	0.555785	0.850631
0.5	0.5	0.5	1	1	3.22567	2.21669	1.34511	0.914853	0.449117	-0.315449	-0.777339
0.5	0.5	0.5	1	1	0.0808874	4.22561	4.26206	0.660662	-0.433042	-0.159025	0.628192
0.5	0.5	0.5	1	1	1.7198	1.79971	0.219577	0.486846	-0.874379	-0.0269494	-0.458626
0.5	0.5	0.5	1	1	0.119316	0.025381	2.43627	-0.364205	-0.574027	0.675231	0.590067
0.5	0.5	0.5	1	1	0.0349006	2.89306	3.68231	0.00113609	0.352028	-0.333194	-0.415667
0.5	0.5	0.5	1	1	0.866503	4.68857	3.80431	0.256981	0.696201	0.149527	0.053151
0.5	0.5	0.5	1	1	4.33599	0.31337	0.235913	0.980456	-0.145336	-0.0911871	-0.117177
0.5	0.5	0.5	1	1	0.547623	1.93998	2.98096	0.533821	-0.535402	-0.266546	0.448673
0.5	0.5	0.5	1	1	3.3592	0.147381	3.77973	0.913715	0.418004	0.671334	0.574377
0.5	0.5	0.5	1	1	4.39506	4.93322	2.6063	0.984963	-0.487691	0.202569	0.471809
0.5	0.5	0.5	1	1	2.30744	2.04489	2.29968	-0.36207	-0.824381	-0.986817	0.273724
0.5	0.5	0.5	1	1	1.81864	4.6271	0.496426	-0.398408	0.688414	-0.136209	0.602728
0.5	0.5	0.5	1	1	0.883282	1.62589	1.67008	0.0404416	0.530597	-0.812939	-0.702578
0.5	0.5	0.5	1	1	4.37966	2.57424	4.85909	0.226798	0.336589	0.350573	0.207253
0.5	0.5	0.5	1	1	4.94771	1.28244	3.84561	-0.808747	-0.740614	-0.909924	0.725074
0.5	0.5	0.5	1	1	0.619847	0.231826	1.41959	-0.276016	-0.17647	0.173747	-0.362301
0.5	0.5	0.5	1	1	3.78071	0.258426	4.96176	-0.758466	-0.154919	-0.787925	-0.773503
0.5	0.5	0.5	1	1	2.53778	4.98526	3.74275	0.35739	0.414644	0.698305	0.99532
0.5	0.5	0.5	1	1	2.64877	1.11365	1.73643	0.590263	0.711488	0.269044	-0.808145
0.5	0.5	0.5	1	1	0.462446	3.20056	4.63853	0.399901	-0.867165	0.794583	-0.559657
0.5	0.5	0.5	1	1	2.33765	3.39034	3.64319	0.663432	0.981645	-0.262235	-0.10977
0.5	0.5	0.5	1	1	1.7591	2.77049	1.65218	0.318234	-0.911661	-0.902517	0.509487
0.5	0.5	0.5	1	1	4.79548	3.56261	4.70655	-0.652275	-0.812441	0.234561	0.0717086
0.5	0.5	0.5	1	1	0.0946645	0.308803	4.06094	0.0110886	-0.591692	0.709407	0.252623
0.5	0.5	0.5	1	1	1.58442	4.41464	2.2219	0.253389	0.921483	0.479119	-0.389221
0.5	0.5	0.5	1	1	3.85203	4.60047	3.63287	0.336127	0.177424	-0.393901	-0.0736098
0.5	0.5	0.5	1	1	4.74788	1.60586	4.84654	-0.111088	0.875143	0.118245	-0.711186
0.5	0.5	0.5	1	1	4.98221	1.68251	1.87207	-0.992021	-0.0871712	-0.270843	0.671411
0.5	0.5	0.5	1	1	2.61059	3.26546	2.51574	-0.105526	0.466922	-0.438359	-0.787293
0.5	0.5	0.5	1	1	3.32158	1.97421	2.41263	0.555261	-0.340876	0.722194	0.902985
0.5	0.5	0.5	1	1	4.63375	4.18727	1.88798	-0.153317	-0.0432455	-0.0253059	0.857771
0.5	0.5	0.5	1	1	3.85387	0.506883	1.12688	0.365062	-0.315899	0.110394	-0.381549
0.5	0.5	0.5	1	1	4.94486	4.27526	0.804908	-0.394416	-0.410487	0.22923	0.941711
0.5	0.5	0.5	1	1	0.130936	3.82823	0.564989	0.766937	0.835329	-0.131899	-0.34415
0.5	0.5	0.5	1	1	1.48016	1.54388	4.97612	0.710472	0.986346	-0.0553367	0.718451
0.5	0.5	0.5	1	1	4.78697	3.97372	2.94714	-0.100825	0.67382	0.389862	0.793649
0.5	0.5	0.5	1	1	0.903724	4.79388	4.81887	0.140742	0.951503	-0.993644	-0.303997
0.5	0.5	0.5	1	1	0.51153	3.68191	2.8713	-0.389374	0.72855	-0.401011	0.457309
0.5	0.5	0.5	1	1	3.4333	4.92488	0.229946	-0.314695	0.573683	0.31508	-0.949633
0.5	0.5	0.5	1	1	3.2338	4.88385	2.1608	-0.742216	-0.574526	-0.331182	-0.136632
0.5	0.5	0.5	1	1	0.00628607	2.11886	0.00308157	0.0149869	0.898048	-0.194921	-0.218076
0.5	0.5	0.5	1	1	2.14021	0.0314669	2.73507	0.733377	0.67318	0.437774	0.443849
0.5	0.5	0.5	1	1	3.5709	1.38359	4.99481	0.659527	-0.617563	0.1623	-0.441298
0.5	0.5	0.5	1	1	0.0760983	2.40123	1.29244	-0.943743	-0.447838	-0.647649	0.197
0.5	0.5	0.5	1	1	2.59153	1.73818	4.76015	-0.496335	-0.641293	0.893003	0.114291
